City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
287,Prainha,BR,2020-12-26 13:59:54,-1.8,-53.48,84.29,61,94,5.1
288,Chute-Aux-Outardes,CA,2020-12-26 13:59:54,49.12,-68.4,33.8,88,90,21.92
289,New Glasgow,CA,2020-12-26 13:59:54,45.58,-62.65,55.4,76,100,32.21
290,Verkhnyaya Inta,RU,2020-12-26 13:59:54,65.98,60.31,-12.3,80,37,18.95
291,Semnan,IR,2020-12-26 13:59:54,35.57,53.4,35.4,73,0,0.92
292,Paamiut,GL,2020-12-26 13:59:55,61.99,-49.67,20.26,79,51,18.05
293,Sydney Mines,CA,2020-12-26 13:59:55,46.24,-60.22,54.0,87,75,27.51
294,Graaff-Reinet,ZA,2020-12-26 13:59:55,-32.25,24.53,97.0,26,0,1.99
295,Inongo,CD,2020-12-26 13:59:55,-1.95,18.27,82.42,62,27,2.06
296,Kailua,US,2020-12-26 13:59:20,21.4,-157.74,73.4,80,75,9.17
297,Rio Grande,BR,2020-12-26 13:56:43,-32.03,-52.1,79.0,69,75,20.8
298,Tayu,ID,2020-12-26 13:59:56,-6.54,111.05,79.23,80,77,3.76
299,Rocha,UY,2020-12-26 13:58:26,-34.48,-54.33,79.68,48,87,13.56
300,Chateaubelair,VC,2020-12-26 13:59:56,13.28,-61.25,80.6,78,40,8.05
301,Bom Jesus,BR,2020-12-26 13:59:57,-9.07,-44.36,88.02,48,100,8.5
302,Odweyne,SO,2020-12-26 13:59:57,9.41,45.06,70.77,34,0,21.0
303,Pochutla,MX,2020-12-26 13:59:57,15.74,-96.47,69.8,77,5,1.48
304,Urusha,RU,2020-12-26 13:59:57,54.05,122.9,-20.45,81,100,2.26
305,Tual,ID,2020-12-26 13:59:58,-5.67,132.75,82.47,78,100,9.89
306,Artyshta,RU,2020-12-26 13:59:58,54.12,86.29,-33.88,85,6,1.43
307,Issenye,TZ,2020-12-26 13:59:58,-2.0,34.33,79.25,57,79,1.88
308,Washington,US,2020-12-26 13:59:58,47.5,-120.5,30.99,95,78,1.28
309,Haileybury,CA,2020-12-26 13:59:58,47.45,-79.64,3.2,77,90,11.41
310,Saiha,IN,2020-12-26 13:59:59,22.48,92.97,56.84,57,0,3.0
311,Murray Bridge,AU,2020-12-26 13:59:59,-35.12,139.27,73.99,42,96,3.76
312,Biloxi,US,2020-12-26 13:55:50,30.4,-88.89,32.0,74,1,4.7
313,Leningradskiy,RU,2020-12-26 13:59:59,69.38,178.42,-8.23,85,0,6.22
314,Dombarovskiy,RU,2020-12-26 14:00:00,50.76,59.54,5.83,94,0,7.07
315,Gunjur,GM,2020-12-26 14:00:00,13.2,-16.73,86.0,37,0,9.17
316,Adana,TR,2020-12-26 14:00:01,36.98,35.29,64.4,25,0,6.93
317,Gigmoto,PH,2020-12-26 14:00:01,13.78,124.39,78.69,89,100,17.16
318,Marystown,CA,2020-12-26 14:00:01,47.17,-55.15,40.08,79,0,12.82
319,Palanga,LT,2020-12-26 14:00:02,55.92,21.07,35.6,93,75,1.12
320,Tadine,NC,2020-12-26 14:00:02,-21.55,167.88,76.48,77,57,8.79
321,Praia,CV,2020-12-26 13:56:40,14.92,-23.51,78.8,61,75,12.75
322,Hay River,CA,2020-12-26 14:00:03,60.82,-115.8,6.8,92,0,2.82
323,Rodas,CU,2020-12-26 14:00:04,22.34,-80.56,57.2,82,20,6.93
324,Tasiilaq,GL,2020-12-26 14:00:04,65.61,-37.64,21.2,57,0,25.81
325,Muyezerskiy,RU,2020-12-26 14:00:05,63.93,31.65,11.43,95,100,7.74
326,Aklavik,CA,2020-12-26 14:00:11,68.22,-135.01,12.2,78,100,6.93
327,Charters Towers,AU,2020-12-26 14:00:14,-20.1,146.27,72.61,90,100,10.33
328,Kudahuvadhoo,MV,2020-12-26 14:00:14,2.67,72.89,83.03,71,17,5.55
329,Sovetskiy,RU,2020-12-26 14:00:25,61.36,63.58,-17.46,88,100,7.9
330,Mangit,UZ,2020-12-26 14:00:29,40.6,70.96,37.4,68,100,4.7
331,Japura,ID,2020-12-26 14:00:31,-0.32,102.35,76.32,95,50,2.8
332,Liepaja,LV,2020-12-26 14:00:33,56.54,21.04,33.8,81,98,3.36
333,Port Blair,IN,2020-12-26 14:00:34,11.67,92.75,80.53,81,100,15.14
334,Abeche,TD,2020-12-26 13:57:25,13.83,20.83,91.2,13,2,4.45
335,Cherskiy,RU,2020-12-26 14:00:34,68.75,161.3,-32.19,79,31,8.32
336,Abu Zabad,SD,2020-12-26 14:00:34,12.35,29.25,88.75,20,2,15.41
337,Hays,US,2020-12-26 14:00:35,30.05,-98.03,46.0,74,1,5.79
338,Urengoy,RU,2020-12-26 14:00:35,65.97,78.37,-37.46,82,0,3.51
339,Gaogou,CN,2020-12-26 14:00:36,34.02,119.19,45.77,81,100,5.19
340,Springbok,ZA,2020-12-26 14:00:36,-29.66,17.89,88.23,23,0,18.21
341,Zomba,MW,2020-12-26 14:00:37,-15.39,35.32,83.03,57,34,6.42
342,Warri,NG,2020-12-26 14:00:37,5.52,5.75,94.64,30,0,4.03
343,Guerrero Negro,MX,2020-12-26 14:00:37,27.98,-114.06,52.99,59,0,3.38
344,Stephenville,US,2020-12-26 13:55:50,32.22,-98.2,44.01,41,1,3.36
345,Isiro,CD,2020-12-26 14:00:37,2.77,27.62,90.99,34,66,2.89
346,The Valley,AI,2020-12-26 14:00:38,18.22,-63.06,80.6,69,40,9.17
347,Sungaipenuh,ID,2020-12-26 13:57:09,-2.08,101.38,66.96,91,100,1.68
348,Fortuna,US,2020-12-26 14:00:39,40.6,-124.16,50.0,87,75,5.97
349,North Bend,US,2020-12-26 14:00:39,43.41,-124.22,46.99,87,40,6.93
350,Preobrazheniye,RU,2020-12-26 14:00:39,42.9,133.91,14.79,76,3,6.51
351,Salisbury,GB,2020-12-26 14:00:39,51.07,-1.8,48.99,87,100,20.8
352,Oxelosund,SE,2020-12-26 14:00:40,58.67,17.1,28.4,92,0,5.82
353,Botou,CN,2020-12-26 14:00:40,38.07,116.57,31.8,86,0,5.32
354,Arlit,NE,2020-12-26 14:00:40,18.74,7.39,78.55,16,50,6.42
355,Progreso,MX,2020-12-26 14:00:09,21.28,-89.67,68.0,77,75,6.53
356,Srostki,RU,2020-12-26 14:00:41,52.42,85.7,-27.6,85,29,0.36
357,Quebec,CA,2020-12-26 13:58:50,46.81,-71.21,30.99,92,100,5.82
358,Meiganga,CM,2020-12-26 14:00:41,6.52,14.3,90.68,20,92,7.65
359,Suluova,TR,2020-12-26 14:00:42,40.83,35.65,53.6,50,40,3.36
360,Nelson Bay,AU,2020-12-26 14:00:42,-32.72,152.15,68.0,93,20,6.93
361,Prince Rupert,CA,2020-12-26 14:00:42,54.32,-130.32,41.0,93,90,3.36
362,Concordia,AR,2020-12-26 14:00:42,-31.39,-58.02,84.2,62,40,9.17
363,San Pedro Del Pinatar,ES,2020-12-26 14:00:43,37.84,-0.79,57.2,24,0,10.29
364,Warrington,GB,2020-12-26 14:00:43,53.39,-2.58,50.0,71,20,16.11
365,Nara,JP,2020-12-26 14:00:43,34.69,135.8,39.99,62,0,2.84
366,Lagoa,PT,2020-12-26 14:00:44,39.05,-27.98,58.37,73,27,25.23
367,Mocuba,MZ,2020-12-26 14:00:44,-16.84,36.99,91.8,50,77,7.58
368,Lukulu,ZM,2020-12-26 14:00:44,-14.37,23.24,81.41,62,99,2.64
369,Malchevskaya,RU,2020-12-26 14:00:44,49.06,40.36,35.04,100,100,7.96
370,Alyangula,AU,2020-12-26 14:00:45,-13.85,136.42,78.8,94,100,6.04
371,Touros,BR,2020-12-26 14:00:45,-5.2,-35.46,86.0,51,40,20.8
372,Carballo,ES,2020-12-26 14:00:45,43.21,-8.69,50.0,61,20,2.24
373,Key West,US,2020-12-26 13:56:14,24.56,-81.78,59.0,71,75,11.41
374,Mendi,PG,2020-12-26 14:00:46,-6.18,143.65,55.51,97,100,2.64
375,Manavgat,TR,2020-12-26 14:00:46,36.79,31.44,59.0,100,75,8.05
376,Naze,JP,2020-12-26 14:00:47,28.37,129.48,57.2,82,75,4.7
377,Lavrentiya,RU,2020-12-26 14:00:47,65.58,-171.0,8.87,89,93,10.33
378,Sola,VU,2020-12-26 14:00:47,-13.88,167.55,82.96,74,100,9.86
379,Nantucket,US,2020-12-26 13:56:09,41.28,-70.1,35.6,64,90,23.04
380,Nome,US,2020-12-26 14:00:48,64.5,-165.41,24.8,85,90,21.92
381,Boguchany,RU,2020-12-26 14:00:48,58.38,97.45,-38.63,78,36,2.08
382,Tanout,NE,2020-12-26 14:00:48,14.97,8.89,79.88,16,3,12.03
383,Mafeteng,LS,2020-12-26 14:00:48,-29.82,27.24,81.97,30,84,14.72
384,Ambulu,ID,2020-12-26 14:00:49,-8.35,113.61,77.85,81,98,1.3
385,Miyako,JP,2020-12-26 13:58:03,39.64,141.95,29.35,87,0,10.02
386,Houma,US,2020-12-26 13:58:08,29.6,-90.72,37.99,72,1,3.91
387,Baryshivka,UA,2020-12-26 14:00:49,50.36,31.32,33.8,86,75,6.71
388,Uvelskiy,RU,2020-12-26 14:00:50,54.44,61.36,3.33,94,60,7.74
389,Mumford,GH,2020-12-26 14:00:50,5.26,-0.76,83.93,70,4,11.7
390,Kazerun,IR,2020-12-26 14:00:50,29.62,51.65,50.99,47,0,1.32
391,Ormara,PK,2020-12-26 14:00:51,25.21,64.64,74.21,35,39,27.85
392,Balaipungut,ID,2020-12-26 14:00:51,1.05,101.28,75.2,94,40,5.82
393,Krasnyy Chikoy,RU,2020-12-26 14:00:51,50.36,108.75,-4.05,88,100,3.18
394,Sorong,ID,2020-12-26 14:00:51,-0.88,131.25,81.59,77,79,5.5
395,Pingliang,CN,2020-12-26 14:00:52,35.54,106.69,27.0,42,0,3.0
396,Isabela,PH,2020-12-26 13:58:02,6.71,121.97,77.81,85,98,4.41
397,Bar Harbor,US,2020-12-26 14:00:52,44.39,-68.2,39.0,69,90,14.99
398,Klyuchi,RU,2020-12-26 14:00:52,52.27,79.17,-25.82,83,43,5.68
399,Ancud,CL,2020-12-26 13:57:02,-41.87,-73.82,64.99,87,75,8.05
400,Baculin,PH,2020-12-26 14:00:53,7.45,126.58,77.5,81,100,6.38
401,Sambava,MG,2020-12-26 14:00:53,-14.27,50.17,84.94,71,100,2.64
402,Port Said,EG,2020-12-26 14:00:53,31.26,32.28,65.41,68,0,17.13
403,Almonte,ES,2020-12-26 14:00:53,37.26,-6.52,54.0,31,0,14.0
404,Knyaze-Volkonskoye,RU,2020-12-26 14:00:54,48.46,135.46,-7.6,48,0,20.13
405,Hillsborough,US,2020-12-26 14:00:54,37.57,-122.38,55.4,76,20,8.05
406,Ulaangom,MN,2020-12-26 14:00:54,49.98,92.07,-3.39,90,95,0.96
407,Hokitika,NZ,2020-12-26 14:00:54,-42.72,170.97,45.95,78,47,6.67
408,Worland,US,2020-12-26 14:00:55,44.02,-107.96,14.0,85,1,8.05
409,Beidao,CN,2020-12-26 13:58:44,34.57,105.89,27.0,42,97,3.0
410,Seydisehir,TR,2020-12-26 14:00:55,37.42,31.85,47.5,72,100,3.29
411,Laguna,US,2020-12-26 14:00:55,38.42,-121.42,50.0,81,1,5.82
412,Daugavpils,LV,2020-12-26 14:00:56,55.88,26.53,29.48,97,97,6.82
413,Ouadda,CF,2020-12-26 14:00:56,8.08,22.4,96.82,16,0,5.5
414,Campohermoso,ES,2020-12-26 14:00:56,36.94,-2.13,57.2,26,0,9.17
415,Srednekolymsk,RU,2020-12-26 14:00:56,67.45,153.68,-23.78,86,99,8.93
416,Inuvik,CA,2020-12-26 13:56:50,68.35,-133.72,12.2,78,99,6.93
417,Atasu,KZ,2020-12-26 14:00:57,48.68,71.64,5.81,91,0,8.16
418,Haines Junction,CA,2020-12-26 14:00:57,60.75,-137.51,4.51,89,100,2.28
419,Vuktyl,RU,2020-12-26 14:00:57,63.86,57.31,-14.76,88,100,11.3
420,Beatrice,US,2020-12-26 14:00:58,40.27,-96.75,26.01,85,1,2.71
421,Poronaysk,RU,2020-12-26 14:00:58,49.22,143.12,-3.66,87,0,8.12
422,Marsa Matruh,EG,2020-12-26 14:00:58,31.35,27.25,66.2,59,40,5.82
423,Mackenzie,CA,2020-12-26 14:00:08,55.3,-123.17,23.0,92,90,5.82
424,Mitu,CO,2020-12-26 14:00:59,1.2,-70.17,82.36,69,18,4.7
425,Luchegorsk,RU,2020-12-26 14:00:59,46.48,134.26,-10.08,87,0,5.26
426,Yenagoa,NG,2020-12-26 14:00:59,4.92,6.26,92.86,32,25,3.47
427,Asyut,EG,2020-12-26 14:00:59,27.18,31.18,69.8,37,0,12.75
428,Sao Joao Da Barra,BR,2020-12-26 14:01:00,-21.64,-41.05,80.6,69,40,8.41
429,Beringovskiy,RU,2020-12-26 14:01:00,63.05,179.32,-7.33,83,82,12.64
430,Ketchikan,US,2020-12-26 14:01:00,55.34,-131.65,33.15,90,75,4.81
431,Aswan,EG,2020-12-26 14:01:01,24.09,32.91,78.46,31,0,11.81
432,Camacha,PT,2020-12-26 14:01:01,33.08,-16.33,66.2,72,40,28.86
433,Buala,SB,2020-12-26 14:01:01,-8.14,159.59,80.42,81,92,4.83
434,Vanimo,PG,2020-12-26 14:01:01,-2.67,141.3,80.04,78,100,1.39
435,Bac Lieu,VN,2020-12-26 14:01:02,9.29,105.72,77.47,85,63,10.76
436,Siddipet,IN,2020-12-26 14:01:02,18.1,78.85,67.23,37,0,5.66
437,San Jeronimo,PE,2020-12-26 14:01:03,-11.95,-75.28,56.17,59,94,1.59
438,Karpogory,RU,2020-12-26 14:01:04,64.0,44.45,1.2,93,100,7.7
439,Yatou,CN,2020-12-26 14:01:04,37.15,122.38,41.07,83,100,9.35
440,Do Gonbadan,IR,2020-12-26 14:01:04,30.36,50.8,57.2,44,0,4.7
441,Quatre Cocos,MU,2020-12-26 14:01:04,-20.21,57.76,82.4,74,75,16.11
442,Rudnya,RU,2020-12-26 13:56:15,54.95,31.09,30.2,92,90,13.42
443,Griffith,US,2020-12-26 14:01:05,41.53,-87.42,19.99,72,75,6.93
444,Tak,TH,2020-12-26 14:01:05,16.58,98.83,66.74,85,7,2.21
445,Langham,CA,2020-12-26 14:01:05,52.37,-106.97,19.4,85,90,11.41
446,Flin Flon,CA,2020-12-26 14:00:07,54.77,-101.86,10.4,92,90,2.91
447,Borba,BR,2020-12-26 14:01:06,-4.39,-59.59,77.61,87,100,3.78
448,Camana,PE,2020-12-26 14:00:24,-16.62,-72.71,72.36,74,100,5.21
449,Axim,GH,2020-12-26 14:01:06,4.87,-2.24,86.11,65,45,7.34
450,Atyrau,KZ,2020-12-26 14:01:06,47.12,51.88,17.6,78,0,11.18
451,San Cristobal,VE,2020-12-26 14:01:07,7.77,-72.22,75.2,100,75,3.24
452,Ocean City,US,2020-12-26 14:01:07,39.28,-74.57,28.0,53,1,11.41
453,Cabra,ES,2020-12-26 14:01:07,37.47,-4.44,50.0,44,0,4.0
454,Shumskiy,RU,2020-12-26 14:01:07,54.83,99.13,-13.41,82,100,5.3
455,Bilma,NE,2020-12-26 14:01:08,18.69,12.92,75.87,19,1,4.85
456,Hobyo,SO,2020-12-26 14:01:08,5.35,48.53,79.86,70,1,25.57
457,Bucerias,MX,2020-12-26 14:01:08,20.75,-105.33,62.01,93,5,6.93
458,Herning,DK,2020-12-26 14:01:08,56.14,8.97,44.01,93,90,10.29
459,Yumen,CN,2020-12-26 14:01:09,40.28,97.2,21.4,76,0,13.58
460,Grao Mogol,BR,2020-12-26 14:01:09,-16.56,-42.89,80.6,54,56,5.08
461,Los Llanos De Aridane,ES,2020-12-26 14:01:09,28.66,-17.92,69.8,83,75,10.29
462,Brae,GB,2020-12-26 14:01:09,60.4,-1.35,44.6,87,75,32.21
463,Port-Gentil,GA,2020-12-26 14:01:09,-0.72,8.78,86.0,74,40,12.75
464,Grindavik,IS,2020-12-26 14:01:10,63.84,-22.43,24.8,92,40,11.41
465,Vao,NC,2020-12-26 14:01:10,-22.67,167.48,77.18,77,91,9.93
466,Myanaung,MM,2020-12-26 14:01:10,18.28,95.32,74.7,61,0,4.36
467,Fukue,JP,2020-12-26 14:01:10,32.69,128.84,51.04,53,0,3.62
468,Guarapuava,BR,2020-12-26 14:01:10,-25.4,-51.46,75.43,42,13,4.76
469,Kaabong,UG,2020-12-26 14:01:11,3.48,34.15,81.52,24,9,17.45
470,Goba,ET,2020-12-26 14:01:11,7.02,39.98,62.29,31,65,8.52
471,Kieta,PG,2020-12-26 14:01:11,-6.22,155.63,80.82,77,99,3.0
472,Dingle,PH,2020-12-26 14:01:11,11.0,122.67,75.69,94,100,4.32
473,Hami,CN,2020-12-26 14:01:12,42.8,93.45,17.89,78,0,2.39
474,Necochea,AR,2020-12-26 14:01:12,-38.55,-58.74,86.0,56,0,8.86
475,Uvarovo,RU,2020-12-26 14:01:12,51.98,42.26,34.5,100,100,7.92
476,Ust-Omchug,RU,2020-12-26 14:01:12,61.15,149.63,-41.62,75,23,4.45
477,Sur,OM,2020-12-26 14:01:13,22.57,59.53,71.37,73,57,16.46
478,Salta,AR,2020-12-26 14:01:13,-24.79,-65.41,71.6,73,75,1.97
479,Ukiah,US,2020-12-26 14:00:01,39.15,-123.21,48.2,87,90,2.73
480,Gushikawa,JP,2020-12-26 14:01:13,26.35,127.87,66.2,72,40,6.93
481,Hervey Bay,AU,2020-12-26 14:01:13,-25.3,152.85,72.0,80,23,4.0
482,Seydi,TM,2020-12-26 14:01:14,39.48,62.91,31.91,84,100,15.55
483,Pangody,RU,2020-12-26 14:01:14,65.85,74.49,-39.77,81,8,3.04
484,Bonfim,BR,2020-12-26 14:01:14,3.08,-59.95,85.87,59,85,7.27
485,Honiara,SB,2020-12-26 14:01:14,-9.43,159.95,77.0,100,40,4.5
486,Nishihara,JP,2020-12-26 14:01:14,26.18,127.76,66.2,63,75,5.82
487,Oriximina,BR,2020-12-26 14:01:15,-1.77,-55.87,80.38,85,75,1.72
488,Nemuro,JP,2020-12-26 14:01:15,43.32,145.57,21.83,84,2,25.97
489,Lasa,IT,2020-12-26 14:01:15,46.62,10.7,35.01,53,5,10.29
490,Ponta Pora,BR,2020-12-26 14:00:34,-22.54,-55.73,77.0,73,0,12.75
491,Nanortalik,GL,2020-12-26 14:01:16,60.14,-45.24,20.26,84,2,17.38
492,Mehran,IR,2020-12-26 14:01:16,33.12,46.16,53.6,17,0,4.7
493,El Dorado,US,2020-12-26 14:01:16,38.77,-120.52,45.0,96,100,13.67
494,General Roca,AR,2020-12-26 14:01:16,-39.03,-67.58,80.6,39,0,6.93
495,Bundaberg,AU,2020-12-26 14:01:17,-24.85,152.35,70.0,73,4,8.05
496,George,ZA,2020-12-26 14:01:17,-33.96,22.46,75.2,69,20,11.41
497,Darhan,MN,2020-12-26 14:01:17,49.49,105.92,-1.5,90,100,5.82
498,New Amsterdam,GY,2020-12-26 14:01:17,6.25,-57.52,80.96,84,78,2.48
499,Sorland,NO,2020-12-26 14:01:18,67.67,12.69,31.78,99,100,23.55
500,Dagda,LV,2020-12-26 14:01:18,56.1,27.54,27.99,98,100,7.56
501,Belmonte,BR,2020-12-26 14:01:18,-15.86,-38.88,77.0,78,75,8.05
502,Annau,TM,2020-12-26 14:01:18,37.89,58.52,32.0,92,75,4.7
503,Nichinan,JP,2020-12-26 14:01:18,31.6,131.37,37.0,69,22,5.01
504,Esmeraldas,BR,2020-12-26 14:01:19,-19.76,-44.31,73.4,83,75,3.36
505,Hualmay,PE,2020-12-26 14:01:19,-11.1,-77.61,70.63,76,100,5.59
506,Commerce,US,2020-12-26 13:57:20,34.0,-118.16,48.2,66,1,0.27
507,Oksfjord,NO,2020-12-26 14:01:19,70.24,22.35,17.6,72,20,33.33
508,Hofn,IS,2020-12-26 14:01:20,64.25,-15.21,29.46,90,58,14.47
509,Alice Springs,AU,2020-12-26 14:01:20,-23.7,133.88,80.01,78,0,1.12
510,Raudeberg,NO,2020-12-26 14:01:20,61.99,5.14,41.0,88,100,22.32
511,Formosa Do Rio Preto,BR,2020-12-26 14:01:20,-11.05,-45.19,84.97,52,84,7.54
512,Tucurui,BR,2020-12-26 14:01:21,-3.77,-49.67,74.77,91,100,0.74
513,Kruisfontein,ZA,2020-12-26 14:01:21,-34.0,24.73,79.0,57,0,14.0
514,Omaruru,NA,2020-12-26 14:01:21,-21.43,15.93,92.05,23,88,10.85
515,Aginskoye,RU,2020-12-26 14:01:22,51.1,114.53,-4.45,88,62,4.52
516,Buchanan,LR,2020-12-26 14:01:22,5.88,-10.05,82.69,75,100,5.93
517,Port Moresby,PG,2020-12-26 14:01:22,-9.44,147.18,78.55,86,99,3.65
518,Kamaishi,JP,2020-12-26 14:01:23,39.27,141.88,32.25,84,0,12.95
519,Lensk,RU,2020-12-26 14:01:23,60.73,114.93,-32.35,78,99,4.32
520,Santiago Del Estero,AR,2020-12-26 14:01:23,-27.8,-64.26,84.99,64,6,5.64
521,Kaeo,NZ,2020-12-26 14:01:23,-35.1,173.78,54.0,81,4,4.0
522,Tura,IN,2020-12-26 14:01:24,25.52,90.22,58.48,76,0,2.75
523,Itaituba,BR,2020-12-26 14:01:24,-4.28,-55.98,81.84,79,96,2.53
524,Lorengau,PG,2020-12-26 14:01:24,-2.02,147.27,81.93,73,100,0.98
525,Jiaojiang,CN,2020-12-26 14:01:24,28.68,121.44,54.0,85,72,3.22
526,Ponta Delgada,PT,2020-12-26 14:01:25,37.73,-25.67,60.8,67,75,19.46
527,Shimoda,JP,2020-12-26 14:01:25,34.67,138.95,39.0,81,1,8.5
528,Aykhal,RU,2020-12-26 14:01:25,66.0,111.5,-20.2,75,75,4.47
529,Puerto Madero,MX,2020-12-26 14:01:25,14.72,-92.42,68.0,100,5,5.08
530,Svetlyy,RU,2020-12-26 14:01:26,54.67,20.13,37.99,93,75,8.95
531,Pinawa,CA,2020-12-26 14:01:26,50.15,-95.88,0.18,93,56,4.52
532,Manaure,CO,2020-12-26 14:01:26,11.78,-72.44,78.98,74,64,1.79
533,Zhangjiakou,CN,2020-12-26 14:01:27,40.81,114.88,21.49,83,0,3.42
534,Varkaus,FI,2020-12-26 14:01:27,62.32,27.87,23.0,85,90,5.82
535,Sao Filipe,CV,2020-12-26 14:01:27,14.9,-24.5,74.25,69,100,5.75
536,Olden,NO,2020-12-26 14:01:27,61.84,6.81,35.01,96,100,1.99
537,Tres Arroyos,AR,2020-12-26 14:01:28,-38.37,-60.28,90.82,27,0,6.2
538,Ingham,US,2020-12-26 14:01:28,42.6,-84.38,23.0,73,90,6.93
539,Kitgum,UG,2020-12-26 14:01:28,3.28,32.89,95.09,17,11,8.3
540,La Asuncion,VE,2020-12-26 14:01:28,11.03,-63.86,80.46,72,80,10.69
541,Gboko,NG,2020-12-26 14:01:29,7.32,9.0,95.9,15,24,7.63
542,Le Port,RE,2020-12-26 14:01:29,-20.94,55.29,82.4,74,75,18.34
543,Wenling,CN,2020-12-26 14:01:29,28.37,121.36,57.0,80,63,3.0
544,Kilindoni,TZ,2020-12-26 14:01:29,-7.91,39.67,83.19,76,64,15.14
545,Lunca De Sus,RO,2020-12-26 14:01:30,46.53,25.97,35.01,81,100,2.82
546,Jinchang,CN,2020-12-26 14:01:30,38.5,102.17,24.98,67,97,1.3
547,Haapiti,PF,2020-12-26 14:01:30,-17.57,-149.87,78.8,88,75,6.93
548,Bilibino,RU,2020-12-26 14:01:30,68.05,166.44,-35.34,75,17,2.77
549,Vallenar,CL,2020-12-26 14:01:30,-28.57,-70.76,70.18,48,25,5.06
550,Ferme-Neuve,CA,2020-12-26 14:01:31,46.7,-75.45,14.0,78,100,8.05
551,Cockburn Town,TC,2020-12-26 14:01:31,21.46,-71.14,78.13,71,1,7.65
552,Mana,GF,2020-12-26 14:01:31,5.66,-53.78,82.47,73,94,6.31
553,Sirnak,TR,2020-12-26 14:01:31,37.52,42.46,48.2,39,0,5.82
554,Pangnirtung,CA,2020-12-26 14:01:31,66.15,-65.71,-7.42,72,1,2.46
555,San Juan Evangelista,MX,2020-12-26 14:01:32,17.9,-95.13,64.4,88,90,6.93
556,Lana,IT,2020-12-26 14:01:32,46.61,11.16,36.0,35,0,4.81
557,Omboue,GA,2020-12-26 14:01:32,-1.57,9.26,83.59,73,24,10.27
558,Talnakh,RU,2020-12-26 14:01:33,69.49,88.4,-32.8,73,0,6.71
559,Lake Charles,US,2020-12-26 14:00:50,30.21,-93.2,42.01,86,5,5.19
560,Dawlatabad,AF,2020-12-26 14:01:33,36.41,64.91,31.23,97,100,17.67
561,Dabat,ET,2020-12-26 14:01:33,12.98,37.77,68.59,36,72,3.62
562,San Pedro De Macoris,DO,2020-12-26 14:01:33,18.46,-69.3,78.01,88,20,4.7
563,Ostrovnoy,RU,2020-12-26 14:01:34,68.05,39.51,11.17,92,100,16.15
564,Briancon,FR,2020-12-26 14:01:34,44.9,6.65,44.01,50,64,5.82
565,Am Timan,TD,2020-12-26 14:01:34,11.03,20.28,96.91,14,0,5.21
566,Langa,DK,2020-12-26 14:01:34,56.39,9.89,39.99,93,100,5.99
567,Atambua,ID,2020-12-26 14:01:35,-9.11,124.89,74.98,88,100,3.6
568,Eastlake,US,2020-12-26 14:01:35,41.65,-81.45,19.4,57,90,14.99
569,Mehamn,NO,2020-12-26 14:01:35,71.04,27.85,17.83,89,6,27.2
570,Bumba,CD,2020-12-26 14:01:35,2.18,22.47,88.66,49,66,1.16
571,Rognan,NO,2020-12-26 14:01:36,67.1,15.39,30.2,58,75,25.28
572,Kalemie,CD,2020-12-26 13:59:25,-5.95,29.19,80.19,72,12,4.59
573,Puerto Escondido,MX,2020-12-26 14:01:36,15.85,-97.07,69.8,88,75,8.05
574,Orlovo,RU,2020-12-26 14:01:37,51.75,39.59,33.8,86,90,6.71
